id,public_id,company_id,lh_id,profile_url,name,logo,type,phone,website,tagline,staff_count,staff_count_range_start,staff_count_range_end,follower_count,description,founded_on,headquarter_country,headquarter_city,headquarter_geographic_area,headquarter_line1,headquarter_line2,headquarter_postal_code,industries,specialities,tags,add_to_target_date,result_created_at, a2ad97e0007af4fd4c264b510ff816acb
"jobot","jobot","18860134","11062","https://www.linkedin.com/company/jobot/","Jobot","https://media-exp1.licdn.com/dms/image/C560BAQEGgYq8v01oVg/company-logo_400_400/0/1620205047267?e=1638403200&v=beta&t=Ma6Oz6sVKXQFgIl372WuHLHwo9D5DJCKY6tLNcyl2PA","PRIVATELY_HELD",,"http://Jobot.com","Hire or Be Hired. Jobot can help.","607","201","500","541549","Jobot is built on kindness and results. We are disrupting the recruiting and staffing world by combining AI - artificial intelligence - with experienced recruiters to fill jobs...and provide incredible service to our clients and candidates in the process.   We believe in building a positive culture focused on kindness + results and being a great place to build a lasting career for our Jobot Pros.   We are Jobot. Join us","2018","US","Newport Beach","California","3101 W Pacific Coast Hwy",,"92663","Staffing & Recruiting","Staffing,Artificial Intelligence,AI,Construction,Technology,Recruiting,healthcare,IT,tech recruiting,mortgage,thatjobotlife",,"2021-08-30T16:16:30.424Z","2021-09-02T22:46:42.985Z","b87f20c3c8177ecddd9586e56df63eda"
"johnson-&-johnson","johnson-&-johnson","1207","29","https://www.linkedin.com/company/johnson-&-johnson/","Johnson & Johnson","https://media-exp1.licdn.com/dms/image/C4D0BAQFwn8CHaum_AA/company-logo_400_400/0/1519856123566?e=1638403200&v=beta&t=TMjfQ29bbVdd0bdft1vaiJdMmY4JShNjNltyH2lTjrs","PUBLIC_COMPANY",,"http://www.jnj.com",,"128832","10001",,"7038102","Profound Change Requires Boldness.   Johnson & Johnson is the largest and most broadly based healthcare company in the world. We’re producing life-changing breakthroughs every day, and have been for the last 130 years.   The combination of new technologies and your expertise enables amazing things to happen. Teams from J&J’s consumer business are creating digital tools to help people track the health of their skin. Those working in medical devices are 3-D printing artificial joints personalized for each patient, while researchers in pharmaceuticals use AI to discover lifesaving drugs. Imagine what the rest of our team of 134,000 people at 260 companies in more than 60 countries across the world is accomplishing. We redefine what it means to be a big company in today’s world.   Social Media Community Guidelines: http://www.jnj.com/social-media-community-guidelines",,"US","New Brunswick","NJ",,,"08903","Hospital & Health Care","Health Care,Medical Devices & Diagnostics,Pharmaceuticals,Consumer",,"2021-08-30T16:16:30.424Z","2021-09-02T22:47:35.778Z","5a4926a023550bcd908d09ff2af212a1"
"join-com","join-com","11333481","11063","https://www.linkedin.com/company/join-com/","join.com","https://media-exp1.licdn.com/dms/image/C4D0BAQHigW_IbFLSBA/company-logo_400_400/0/1615285336384?e=1638403200&v=beta&t=ctX4xeMgfq14eRcUsAn1B-aakKW6dXJmScyTsxt05Bo","PRIVATELY_HELD","+41 (0) 78 733 93 91","https://join.com","We bring people together, and help you build the best possible teams!","47","11","50","20166","Hiring shouldn't be difficult and time-consuming, which is why we build an end-to-end recruiting solution that makes hiring smarter, easier and more efficient.   JOIN brings you together with the most talented and relevant candidates on the market.  ","2018","DE","Berlin",,"Schönhauser Allee 36",,"10435","Internet","SaaS,Recruiting,HR,Performance Recruiting,ATS,Recruitment Tech",,"2021-08-30T16:16:30.424Z","2021-09-02T22:47:39.546Z","6dde59380ae8e8b57962c2122e7517fa"
"joon-solutions","joon-solutions","38147335","11064","https://www.linkedin.com/company/joon-solutions/","Joon Solutions","https://media-exp1.licdn.com/dms/image/C560BAQE06ld-GITBYw/company-logo_400_400/0/1608008346869?e=1638403200&v=beta&t=m4QLWGF3W2ZpX5z8NVC3cYGC0PYP67QZ8Ae9jQH2b2A","PRIVATELY_HELD","+84 90 971 3207","https://www.joonsolutions.com/","Breaking down silos to unify the organization ","11","51","200","472","Breaking down silos to unify the organization.  Most businesses have inadvertently created departmental and regional silos. Industry 4.0 is application-centric. Each department uses its applications to communicate in its own language of challenge and success.  Our teams build custom data solutions defined by business strategy. We enable non-technical users to explore and share information that matters. Highlighting company-wide challenges and opportunities resulting in tremendous growth and operational efficiency.","2014","CA","Toronto ","Ontario ","250 Yonge St #2201, Toronto, ON M5B 2L7, Canada",,"91761","Information Technology & Services","solutions",,"2021-08-30T16:16:30.424Z","2021-09-02T22:47:50.825Z","0619109010f12c6ee8563eb2bc70d3d1"
"joor","joor","1982654","11065","https://www.linkedin.com/company/joor/","JOOR","https://media-exp1.licdn.com/dms/image/C4D0BAQEEe118z47lng/company-logo_400_400/0/1625604443048?e=1638403200&v=beta&t=yq1WZZ2IbFWIFpSWj-cj6Lwo_piU5iVbbFvR-CQKDfs","PRIVATELY_HELD",,"http://www.joor.com","JOOR is smooth, smart wholesale technology for brands and retailers.","227","51","200","10765","Backed by Macquarie Group, Battery Ventures, Canaan Partners & ITOCHU, JOOR is a Series D start-up that provides the world's most recognized brands and retailers with a digital wholesale management platform that transforms the way these businesses work.    With a CEO recently named a Glossy 50 “Changemaker in the Fashion Industry” and a CTO from Google, JOOR is attracting top talent to drive market dominance.  We have 180 employees in 11 global offices, including NYC, Philadelphia, LA, Milan, London, Paris, Madrid, Berlin, Melbourne, Tokyo and Shanghai. And, we are continuing to grow in a smart, sound way.  Founded in 2010, JOOR now services more than 12,500 brands and over 325,000 retailers in 144 countries, processing an incredible $1.5B in wholesale transaction volume each and every month. JOOR’s exclusive partners range from established luxury conglomerates such as LVMH, Kering, Richemont and Capri, to leading brands such as Stella McCartney, Valentino, Kate Spade, Tory Burch and Dr. Martens.  Premier department stores including Neiman Marcus, Printemps and Harrods, as well as global digital retailers such as Ssense, Shopbop and Revolve, conduct their buying exclusively through JOOR.  We are one of the few tech companies with a female CEO and 1/3 of our engineering team is made up of women — well above the industry norm. Walking our floors, you’ll find people of every shape, color, ethnicity and creed. If you are looking to join a team of innovators and trail blazers who value diversity of thought and experience, then JOOR is a great choice for you.","2010","US","New York","NY","1239 Broadway","9th Floor","10001","Internet","Wholesale Efficiency,ERP & PLM Integration,Technology Solutions,B2B Commerce",,"2021-08-30T16:16:30.424Z","2021-09-02T22:48:15.426Z","16e246a4330c3f9d257e3a888c70fc86"
"joyn-gmbh","joyn-gmbh","18405674","9390","https://www.linkedin.com/company/joyn-gmbh/","Joyn GmbH","https://media-exp1.licdn.com/dms/image/C4D0BAQFC55LAe1yJ1Q/company-logo_400_400/0/1597226357050?e=1638403200&v=beta&t=aIfbpPxG0pa8_LYJSIZlQay5cOFf8zA85j4IlDjdaQg","PUBLIC_COMPANY",,"https://www.joyn.de",,"215","201","500","5741","As a cross-channel entertainment streaming platform, Joyn offers an extensive range of free content with numerous live TV channels, series, documentaries and films on demand, media libraries and sports content from ProSiebenSat.1, Discovery and other content partners, all bundled on one platform. Even more entertainment users get with the premium offer Joyn PLUS+. This includes additional pay-TV channels and even more on-demand content such as Exclusives and Originals. Joyn is available on iOS and Android devices as well as on the web and via smart TVs, Google Chromecast, PlayStation 4 & 5, Apple TV and Amazon Fire TV. The aim is to create a comprehensive German OTT platform of cross-channel content.","2019","DE","München","Bayern","Ridlerstraße 57",,"80339","Internet",,,"2021-08-30T16:16:30.424Z","2021-09-02T22:48:19.131Z","680fc038eae7cee17cd12073eadc3093"
"juloindonesia","juloindonesia","13639073","11067","https://www.linkedin.com/company/juloindonesia/","JULO","https://media-exp1.licdn.com/dms/image/C510BAQH0V2oEKG8yBA/company-logo_400_400/0/1568344779438?e=1638403200&v=beta&t=7lkR2-FG2TwZPJ2l1IDGLK8VTyUuXszBHo_bY0cqK7Q","PRIVATELY_HELD",,"https://www.julo.co.id/","A digital lending company that is revolutionizing access to financial products for millions of emerging consumers.","180","51","200","7026","JULO is a digital lending company that is revolutionizing access to financial products for millions of emerging consumers in Indonesia. We have developed the first digital data-driven credit underwriting and risk assessment platform to process consumer loan applications and determine their creditworthiness through our mobile app.   We're hiring! Follow us and reach out for updates on available positions. ---- JULO adalah perusahaan finansial teknologi inovatif yang bertujuan untuk memberikan solusi pinjaman tanpa jaminan (KTA) kepada masyarakat di Indonesia, melalui basis aplikasi smartphone.  Akses kredit yang mudah dan terjangkau akan membantu masyarakat dalam memenuhi kebutuhan finansial, memperbaiki kualitas hidup, dan meningkatkan perputaran perekonomian negara.  http://bit.ly/juloapp","2016","ID","Jakarta","DKI Jakarta","Jl. Casablanca Raya Kav. 88, RT.14/RW.5, Menteng Dalam, Tebet",,"12820","Financial Services","FinTech,Machine Learning,financial service,underwriting,loan,credit,credit score,kta,financial inclusion,jakarta,unbanked",,"2021-08-30T16:16:30.424Z","2021-09-02T22:48:22.516Z","1f0707532677742ddfa5a572e31b31a8"
"jwplayer","jwplayer","1907786","11068","https://www.linkedin.com/company/jwplayer/","JW Player","https://media-exp1.licdn.com/dms/image/C560BAQEoaYZeYv1EqA/company-logo_400_400/0/1519906237621?e=1638403200&v=beta&t=SkjUhGfB3dRPm35v4MWMOTByWOGqXm3OCkB21XxXQEQ","PRIVATELY_HELD",,"http://jwplayer.com","We are passionate about video!  Play. Stream. Monetize. Engage.","208","201","500","8227","JW Player is the New York-based company that pioneered video on the web and continues to innovate for the future. As creators of the world’s first open source video player in 2008, we powered the original YouTube and have since expanded to video hosting and streaming, advertising, and analytics for 1 billion monthly unique viewers in 200 countries. JW Player combines the fastest video delivery on the planet with cutting-edge intelligence, empowering publishers to tell highly impactful visual stories and successfully monetize their content. For more information, see www.jwplayer.com and subscribe to www.jwplayer.com/blog.","2008","US","New York","New York","8 W 38th St.","Ste. 901","10018","Internet","internet,Software,Online Video,Video Advertising,HTML5,Video Player,Video Hosting & Streaming",,"2021-08-30T16:16:30.424Z","2021-09-02T22:49:17.166Z","74ccd9dcacf87899ea824af4c6a56210"
"keap-growing","keap-growing","19011410","11069","https://www.linkedin.com/company/keap-growing/","Keap","https://media-exp1.licdn.com/dms/image/C560BAQGa5RgE-GLhtw/company-logo_400_400/0/1549388022295?e=1638403200&v=beta&t=xmLqOQPQW5QMzn3y_B86gLTnK2GsnUEqGRztBfCokq0","PRIVATELY_HELD",,"https://keap.com/?ls=social&utm_source=linkedin&utm_medium=social&utm_campaign=aboutsection&utm_term=about&utm_content=190208","Keap's mission is to simplify growth for millions of businesses. ","378","501","1000","28895","We've spent 20 years, developing the all-in-one platform that has helped hundreds of thousands of businesses to Convert more leads, automate their processes, and grow like never before. If you're an entrepreneur who is focused on their business and you're ready to level-up Keap can help you to create predictable marketing and sales processes with the knowledge of every business that has come before you.  It's time to learn more about how Keap is able to combine CRM, marketing automation, e-commerce, payments, and analytics into one platform, solving the biggest growth challenges for serious entrepreneurs. To learn more, visit www.keap.com.  Recent awards: #1 Best Products for Sales #1 All-in-one CRM #3 Top 50 Products for Small Businesses  Top 100 Best Workplaces for Millennials in US","2001","US","Chandler","Arizona",,,"85286","Computer Software",,,"2021-08-30T16:16:30.424Z","2021-09-02T22:49:20.767Z","5bb8c732701e30b10c96672050082b38"
"klinikum-niederlausitz-gmbh","klinikum-niederlausitz-gmbh","5300388","11070","https://www.linkedin.com/company/klinikum-niederlausitz-gmbh/","Klinikum Niederlausitz GmbH","https://media-exp1.licdn.com/dms/image/C560BAQFvo436xoJHUA/company-logo_400_400/0/1587629393299?e=1638403200&v=beta&t=pVXBK2nP4cj8uF8rMBrmU4f2FB0YGUbbkNFV9nVVFx0","PUBLIC_COMPANY","03573 75 0","http://www.klinikum-niederlausitz.de","Persönliche Medizin braucht strake Persönlichkeiten.","70","1001","5000","188","Klinikum Niederlausitz GmbH is a hospital & health care company based out of Senftenberg, Senftenberg, Germany.",,"DE","Senftenberg","Brandenburg","Krankenhausstr. 10",,"01968","Hospital & Health Care","Anästhesie, Schmerztherapie, Intensiv- und Rettungsmedizin,Gefäßzentrum Niederlausitz,Innere Medizin,Neurotraumatologie und Wirbelsäulenchirurgie,Unfallchirurgie und Orthopädie, Hand und Plastische Chirurgie,Zentrum für Intensiv- und Notfallmedizin,Zentrum für Neurologie und Schmerzbehandlung,Zentrum für Psychosoziale Gesundheit,Allgemein- und Viszeralchirurgie,Geriatrie,Gynäkologie und Geburtshilfe,Kinder- und Jugendmedizin,Urologie,Institut für Radiologie und Neuroradiologie,Institut für Klinische Chemie und Labordiagnostik/Mikrobiologie",,"2021-08-30T16:16:30.424Z","2021-09-02T22:51:10.250Z","b614a81ce2c7bfbf2d3383389f0185cc"
